20240128,三井住友gold,NTTコミュニケーション,5647
20240127,三井住友gold,ローソン,528
20240127,三井住友gold,ローソン,305
20240120,三井住友gold,ハック,4574
20240117,三井住友gold,はま寿司,1055
20240113,三井住友gold,東京電力,23094
20240103,三井住友gold,はま寿司,2783
20240103,三井住友gold,ツルハ,1565







20231201,川崎信用金庫,保育料,27250
20231201,川崎信用金庫,はじめの一歩,3500
20231201,川崎信用金庫,はじめの一歩,9600
20231201,静岡銀行,ローン,142162
